T,v,vw,a,o,c,h,l,t,n,m,x,g,op,z,av,s,e,otc
,795059,128.5312,0,128.48,128.555,128.65,128.42,1673030100000,6849,,0,,0,0,0,0,0,false
,658236,128.6467,0,128.55,128.63,128.76,128.55,1673030400000,5491,,0,,0,0,0,0,0,false
,563338,128.655,0,128.625,128.62,128.68,128.53,1673030700000,4112,,0,,0,0,0,0,0,false
,308776,128.5892,0,128.62,128.6209,128.65,128.53,1673031000000,3216,,0,,0,0,0,0,0,false
,750635,128.7646,0,128.6201,128.845,128.88,128.585,1673031300000,5980,,0,,0,0,0,0,0,false
,681762,128.885,0,128.85,128.945,128.98,128.8,1673031600000,5622,,0,,0,0,0,0,0,false
,625724,128.9073,0,128.94,128.9315,128.99,128.7833,1673031900000,5750,,0,,0,0,0,0,0,false
,885821,129.1163,0,128.94,129.159,129.24,128.92,1673032200000,8028,,0,,0,0,0,0,0,false
,851671,129.231,0,129.16,129.27,129.35,129.115,1673032500000,6817,,0,,0,0,0,0,0,false
,915177,129.4544,0,129.27,129.53,129.55,129.26,1673032800000,7032,,0,,0,0,0,0,0,false
,710709,129.3882,0,129.52,129.335,129.5299,129.275,1673033100000,5707,,0,,0,0,0,0,0,false
,675387,129.3842,0,129.34,129.445,129.5,129.305,1673033400000,5541,,0,,0,0,0,0,0,false
,934857,129.6321,0,129.45,129.79,129.8,129.41,1673033700000,7136,,0,,0,0,0,0,0,false
,870840,129.7102,0,129.785,129.77,129.86,129.605,1673034000000,6971,,0,,0,0,0,0,0,false
,843689,129.7578,0,129.78,129.78,129.88,129.61,1673034300000,6952,,0,,0,0,0,0,0,false
,894151,129.8351,0,129.775,129.99,129.99,129.64,1673034600000,7697,,0,,0,0,0,0,0,false
,591651,129.9343,0,129.98,129.8491,129.99,129.825,1673034900000,6872,,0,,0,0,0,0,0,false
,1.377524E+06,130.056,0,129.85,130.2,130.29,129.81,1673035200000,12393,,0,,0,0,0,0,0,false
,921832,130.1688,0,130.2017,130.1899,130.28,130.02,1673035500000,8528,,0,,0,0,0,0,0,false
,1.002005E+06,130.0011,0,130.1899,129.995,130.21,129.8649,1673035800000,7991,,0,,0,0,0,0,0,false
,805647,129.9589,0,130,129.915,130.115,129.79,1673036100000,7503,,0,,0,0,0,0,0,false
,872012,129.8577,0,129.91,129.9348,129.97,129.72,1673036400000,8518,,0,,0,0,0,0,0,false
,770064,129.7849,0,129.9342,129.81,129.9382,129.7,1673036700000,7314,,0,,0,0,0,0,0,false
,996764,129.9422,0,129.815,129.97,130.05,129.81,1673037000000,9492,,0,,0,0,0,0,0,false
,886029,129.8965,0,129.97,129.86,130.02,129.755,1673037300000,7571,,0,,0,0,0,0,0,false
,993451,129.8849,0,129.85,129.8,130,129.79,1673037600000,8105,,0,,0,0,0,0,0,false
,955672,129.8701,0,129.8,129.7699,129.97,129.76,1673037900000,9116,,0,,0,0,0,0,0,false
,2.281418E+06,129.6659,0,129.76,129.59,129.81,129.48,1673038200000,19736,,0,,0,0,0,0,0,false
,3.823205E+06,129.4901,0,129.59,129.5,129.8,129.34,1673038500000,29367,,0,,0,0,0,0,0,false
,1.842507E+06,129.5965,0,129.49,129.22,129.66,129.18,1673038800000,1166,,0,,0,0,0,0,0,false
,203726,129.5548,0,129.26,129.27,129.62,129.23,1673039100000,361,,0,,0,0,0,0,0,false
,142120,129.5867,0,129.275,129.27,129.62,129.25,1673039400000,219,,0,,0,0,0,0,0,false
,26882,129.4242,0,129.3,129.32,129.62,129.29,1673039700000,189,,0,,0,0,0,0,0,false
,16430,129.2411,0,129.32,129.33,129.35,129.3,1673040000000,227,,0,,0,0,0,0,0,false
,14416,129.287,0,129.33,129.28,129.3391,129.25,1673040300000,225,,0,,0,0,0,0,0,false
,24237,129.274,0,129.27,129.26,129.34,129.22,1673040600000,301,,0,,0,0,0,0,0,false
,53903,129.5575,0,129.26,129.3,129.62,129.25,1673040900000,118,,0,,0,0,0,0,0,false
,14067,129.3142,0,129.3,129.32,129.34,129.25,1673041200000,193,,0,,0,0,0,0,0,false
,10255,129.3432,0,129.3011,129.34,129.38,129.3,1673041500000,157,,0,,0,0,0,0,0,false
,13480,129.3469,0,129.34,129.35,129.37,129.32,1673041800000,231,,0,,0,0,0,0,0,false
,8217,129.3412,0,129.33,129.341,129.37,129.33,1673042100000,90,,0,,0,0,0,0,0,false
,9487,128.9,0,129.32,129.24,129.32,129.24,1673042400000,124,,0,,0,0,0,0,0,false
,691853,129.6189,0,129.27,129.27,129.31,129.26,1673042700000,93,,0,,0,0,0,0,0,false
,545,129.287,0,129.3,129.27,129.3,129.27,1673043000000,9,,0,,0,0,0,0,0,false
,4078,129.2718,0,129.3,129.27,129.3,129.27,1673043300000,78,,0,,0,0,0,0,0,false
,7945,129.2717,0,129.26,129.35,129.35,129.24,1673043600000,120,,0,,0,0,0,0,0,false
,2788,129.3267,0,129.2716,129.32,129.34,129.2716,1673043900000,71,,0,,0,0,0,0,0,false
,2226,129.3197,0,129.32,129.31,129.33,129.31,1673044200000,65,,0,,0,0,0,0,0,false
,4800,129.309,0,129.34,129.3,129.3499,129.26,1673044500000,59,,0,,0,0,0,0,0,false
,4831,129.2987,0,129.32,129.32,129.33,129.2659,1673044800000,92,,0,,0,0,0,0,0,false
,2615,129.2733,0,129.32,129.26,129.32,129.26,1673045100000,50,,0,,0,0,0,0,0,false
,5028,129.298,0,129.29,129.2819,129.32,129.27,1673045400000,75,,0,,0,0,0,0,0,false
,1444,129.3153,0,129.32,129.32,129.32,129.2868,1673045700000,40,,0,,0,0,0,0,0,false
,308,129.293,0,129.29,129.29,129.29,129.29,1673046000000,14,,0,,0,0,0,0,0,false
,3474,129.3327,0,129.32,129.33,129.3499,129.32,1673046300000,63,,0,,0,0,0,0,0,false
,961,129.3299,0,129.33,129.33,129.34,129.32,1673046600000,44,,0,,0,0,0,0,0,false
,965,129.3172,0,129.3299,129.31,129.33,129.31,1673046900000,43,,0,,0,0,0,0,0,false
,3181,129.3157,0,129.34,129.33,129.34,129.3,1673047200000,61,,0,,0,0,0,0,0,false
,5553,129.3441,0,129.34,129.36,129.36,129.32,1673047500000,90,,0,,0,0,0,0,0,false
,2002,129.3172,0,129.32,129.31,129.33,129.31,1673047800000,42,,0,,0,0,0,0,0,false
,2025,129.3406,0,129.33,129.35,129.35,129.33,1673048100000,40,,0,,0,0,0,0,0,false
,830,129.3622,0,129.36,129.38,129.38,129.36,1673048400000,32,,0,,0,0,0,0,0,false
,2068,129.3521,0,129.35,129.3601,129.3601,129.34,1673048700000,46,,0,,0,0,0,0,0,false
,3787,129.3545,0,129.36,129.36,129.37,129.35,1673049000000,47,,0,,0,0,0,0,0,false
,2821,129.3601,0,129.36,129.35,129.37,129.35,1673049300000,42,,0,,0,0,0,0,0,false
,1155,129.3659,0,129.37,129.35,129.37,129.35,1673049600000,26,,0,,0,0,0,0,0,false
,2588,129.365,0,129.35,129.38,129.38,129.35,1673049900000,55,,0,,0,0,0,0,0,false
,286,129.3661,0,129.37,129.36,129.37,129.36,1673050200000,10,,0,,0,0,0,0,0,false
,1606,129.3612,0,129.365,129.35,129.37,129.35,1673050500000,53,,0,,0,0,0,0,0,false
,614,129.3599,0,129.3501,129.37,129.37,129.3501,1673050800000,31,,0,,0,0,0,0,0,false
,3323,129.3509,0,129.35,129.35,129.35,129.35,1673051100000,36,,0,,0,0,0,0,0,false
,4358,129.3389,0,129.37,129.34,129.37,129.3,1673051400000,82,,0,,0,0,0,0,0,false
,4437,129.2887,0,129.3,129.28,129.3,129.28,1673051700000,69,,0,,0,0,0,0,0,false
,1054,129.2894,0,129.29,129.29,129.29,129.29,1673052000000,11,,0,,0,0,0,0,0,false
,3043,129.2834,0,129.28,129.28,129.29,129.28,1673052300000,32,,0,,0,0,0,0,0,false
,5543,129.2857,0,129.28,129.28,129.3012,129.27,1673052600000,62,,0,,0,0,0,0,0,false
,13287,129.2843,0,129.29,129.26,129.35,129.26,1673052900000,141,,0,,0,0,0,0,0,false
,15363,129.849,0,129.6,129.99,130.3,129.6,1673254800000,364,,0,,0,0,0,0,0,false
,13603,130.0603,0,130.08,129.95,130.17,129.9,1673255100000,291,,0,,0,0,0,0,0,false
,3064,129.979,0,129.9,130,130.02,129.9,1673255400000,113,,0,,0,0,0,0,0,false
,2519,130.205,0,130.22,130.19,130.23,130.19,1673255700000,73,,0,,0,0,0,0,0,false
,5038,130.2103,0,130.24,130.15,130.25,130.15,1673256000000,131,,0,,0,0,0,0,0,false
,7838,130.2531,0,130.2,130.2,130.33,130.2,1673256300000,207,,0,,0,0,0,0,0,false
,1832,130.2074,0,130.2,130.24,130.24,130.19,1673256600000,41,,0,,0,0,0,0,0,false
,1813,130.2131,0,130.25,130.19,130.25,130.19,1673256900000,59,,0,,0,0,0,0,0,false
,3966,130.2565,0,130.2,130.3,130.3,130.2,1673257200000,114,,0,,0,0,0,0,0,false
,3713,130.4049,0,130.3,130.47,130.47,130.3,1673257500000,86,,0,,0,0,0,0,0,false
,12772,130.4084,0,130.48,130.33,130.5,130.3,1673257800000,206,,0,,0,0,0,0,0,false
,2954,130.3244,0,130.35,130.29,130.35,130.29,1673258100000,79,,0,,0,0,0,0,0,false
,4000,130.2353,0,130.26,130.2,130.26,130.2,1673258400000,157,,0,,0,0,0,0,0,false
,1430,130.2343,0,130.23,130.22,130.27,130.21,1673258700000,58,,0,,0,0,0,0,0,false
,1222,130.3323,0,130.33,130.35,130.35,130.3,1673259000000,39,,0,,0,0,0,0,0,false
,3522,130.3342,0,130.35,130.42,130.42,130.3,1673259300000,93,,0,,0,0,0,0,0,false
,3234,130.4644,0,130.45,130.44,130.49,130.44,1673259600000,65,,0,,0,0,0,0,0,false
,4990,130.4446,0,130.44,130.35,130.5,130.35,1673259900000,146,,0,,0,0,0,0,0,false
,5077,130.2853,0,130.4,130.2,130.4,130.2,1673260200000,150,,0,,0,0,0,0,0,false
,1046,130.3096,0,130.26,130.35,130.35,130.26,1673260500000,42,,0,,0,0,0,0,0,false
,1630,130.2367,0,130.27,130.17,130.27,130.17,1673260800000,62,,0,,0,0,0,0,0,false
,235,130.1834,0,130.18,130.18,130.18,130.18,1673261100000,9,,0,,0,0,0,0,0,false
,2493,130.1435,0,130.17,130.19,130.19,130.15,1673261400000,96,,0,,0,0,0,0,0,false
,1900,130.2307,0,130.24,130.25,130.25,130.2,1673261700000,62,,0,,0,0,0,0,0,false
,2615,130.2836,0,130.21,130.34,130.35,130.21,1673262000000,74,,0,,0,0,0,0,0,false
,1496,130.2982,0,130.3,130.28,130.34,130.28,1673262300000,29,,0,,0,0,0,0,0,false
,3642,130.1848,0,130.25,130.16,130.25,130.15,1673262600000,103,,0,,0,0,0,0,0,false
,2827,130.1616,0,130.17,130.12,130.18,130.12,1673262900000,127,,0,,0,0,0,0,0,false
,4445,130.0909,0,130.12,130.19,130.19,130.02,1673263200000,146,,0,,0,0,0,0,0,false
,1296,130.1837,0,130.18,130.15,130.2,130.15,1673263500000,47,,0,,0,0,0,0,0,false
,1209,130.1233,0,130.11,130.11,130.11,130.11,1673263800000,56,,0,,0,0,0,0,0,false
,887,130.1712,0,130.17,130.17,130.17,130.17,1673264100000,18,,0,,0,0,0,0,0,false
,1576,130.1431,0,130.14,130.15,130.15,130.14,1673264400000,48,,0,,0,0,0,0,0,false
,501,130.1671,0,130.16,130.18,130.18,130.16,1673264700000,20,,0,,0,0,0,0,0,false
,2501,130.2785,0,130.24,130.3,130.32,130.24,1673265000000,59,,0,,0,0,0,0,0,false
,8948,130.2835,0,130.3,130.22,130.32,130.22,1673265300000,191,,0,,0,0,0,0,0,false
,32099,130.2822,0,130.25,130.35,130.35,130.16,1673265600000,529,,0,,0,0,0,0,0,false
,19647,130.2855,0,130.35,130.26,130.36,130.26,1673265900000,229,,0,,0,0,0,0,0,false
,11661,130.2586,0,130.22,130.27,130.3,130.21,1673266200000,177,,0,,0,0,0,0,0,false
,7245,130.2453,0,130.27,130.26,130.27,130.21,1673266500000,152,,0,,0,0,0,0,0,false
,7962,130.2386,0,130.24,130.24,130.27,130.22,1673266800000,143,,0,,0,0,0,0,0,false
,12411,130.218,0,130.23,130.2,130.24,130.2,1673267100000,169,,0,,0,0,0,0,0,false
,15092,130.2871,0,130.19,130.3,130.34,130.19,1673267400000,236,,0,,0,0,0,0,0,false
,12176,130.3568,0,130.3,130.36,130.4,130.3,1673267700000,222,,0,,0,0,0,0,0,false
,8678,130.302,0,130.32,130.28,130.33,130.25,1673268000000,267,,0,,0,0,0,0,0,false
,8961,130.3003,0,130.28,130.25,130.34,130.25,1673268300000,265,,0,,0,0,0,0,0,false
,10055,130.2219,0,130.23,130.25,130.25,130.19,1673268600000,185,,0,,0,0,0,0,0,false
,3834,130.2489,0,130.24,130.25,130.27,130.24,1673268900000,110,,0,,0,0,0,0,0,false
,84470,130.2478,0,130.2,130.08,130.63,130.08,1673269200000,2122,,0,,0,0,0,0,0,false
,34177,130.0096,0,130.0548,130.06,130.06,129.955,1673269500000,840,,0,,0,0,0,0,0,false
,13320,130.0831,0,130.055,130.12,130.14,130.02,1673269800000,292,,0,,0,0,0,0,0,false
,21810,130.1844,0,130.11,130.25,130.26,130.11,1673270100000,358,,0,,0,0,0,0,0,false
,55023,130.2105,0,130.27,130.3,130.41,130.24,1673270400000,639,,0,,0,0,0,0,0,false
,32097,130.3014,0,130.29,130.32,130.34,130.25,1673270700000,458,,0,,0,0,0,0,0,false
,53379,130.4146,0,130.34,130.45,130.5,130.28,1673271000000,838,,0,,0,0,0,0,0,false
,23176,130.3891,0,130.45,130.31,130.45,130.31,1673271300000,535,,0,,0,0,0,0,0,false
,31638,130.3279,0,130.31,130.29,130.42,130.23,1673271600000,558,,0,,0,0,0,0,0,false
,19789,130.3322,0,130.32,130.26,130.37,130.25,1673271900000,385,,0,,0,0,0,0,0,false
,19743,130.3153,0,130.32,130.3,130.35,130.26,1673272200000,368,,0,,0,0,0,0,0,false
,39366,130.2742,0,130.33,130.2,130.33,130.2,1673272500000,636,,0,,0,0,0,0,0,false
,22488,130.2137,0,130.24,130.28,130.32,130.13,1673272800000,585,,0,,0,0,0,0,0,false
,16171,130.2642,0,130.2917,130.23,130.32,130.21,1673273100000,486,,0,,0,0,0,0,0,false
,19282,130.2468,0,130.25,130.27,130.29,130.211,1673273400000,457,,0,,0,0,0,0,0,false
,32185,130.2776,0,130.3,130.31,130.36,130.223,1673273700000,517,,0,,0,0,0,0,0,false
,45321,130.429,0,130.35,130.52,130.57,130.29,1673274000000,704,,0,,0,0,0,0,0,false
,59327,130.3513,0,130.45,130.52,130.54,130.21,1673274300000,908,,0,,0,0,0,0,0,false
,3.119913E+06,130.913,0,130.465,131.12,131.44,130.465,1673274600000,54724,,0,,0,0,0,0,0,false
,1.292566E+06,130.8879,0,131.115,130.98,131.18,130.66,1673274900000,28254,,0,,0,0,0,0,0,false
,1.47539E+06,130.8787,0,130.9721,131.05,131.14,130.53,1673275200000,13258,,0,,0,0,0,0,0,false
,1.490877E+06,131.3964,0,131.05,131.36,131.75,130.53,1673275500000,15350,,0,,0,0,0,0,0,false
,1.285626E+06,131.5222,0,131.3512,131.7,131.7471,131.28,1673275800000,13177,,0,,0,0,0,0,0,false
,1.31843E+06,131.839,0,131.7008,132.015,132.06,131.59,1673276100000,14371,,0,,0,0,0,0,0,false
,1.284119E+06,132.1783,0,132.01,132.1899,132.32,132.01,1673276400000,13413,,0,,0,0,0,0,0,false
,1.411706E+06,132.1889,0,132.18,132.295,132.3542,131.3218,1673276700000,12840,,0,,0,0,0,0,0,false
,1.246933E+06,132.3653,0,132.295,132.13,132.63,132.09,1673277000000,13169,,0,,0,0,0,0,0,false
,1.020314E+06,132.1421,0,132.145,132.035,132.31,131.96,1673277300000,10032,,0,,0,0,0,0,0,false
,1.149285E+06,132.2486,0,132.04,132.48,132.51,131.98,1673277600000,9327,,0,,0,0,0,0,0,false
,1.311746E+06,132.5451,0,132.475,132.565,132.735,132.31,1673277900000,10612,,0,,0,0,0,0,0,false
,889559,132.6271,0,132.575,132.6305,132.75,132.4636,1673278200000,7990,,0,,0,0,0,0,0,false
,914085,132.7335,0,132.63,132.7684,132.835,132.56,1673278500000,8751,,0,,0,0,0,0,0,false
,722550,132.7122,0,132.765,132.735,132.8375,132.6088,1673278800000,7098,,0,,0,0,0,0,0,false
,1.088753E+06,132.9591,0,132.73,133.055,133.14,132.72,1673279100000,10597,,0,,0,0,0,0,0,false
,826724,132.9679,0,133.05,132.9588,133.12,132.82,1673279400000,7109,,0,,0,0,0,0,0,false
,841415,132.8314,0,132.955,132.74,133.02,132.66,1673279700000,7347,,0,,0,0,0,0,0,false
,826751,132.8293,0,132.74,132.9167,133.01,132.67,1673280000000,7621,,0,,0,0,0,0,0,false
,1.080302E+06,133.1548,0,132.91,133.275,133.34,132.885,1673280300000,9406,,0,,0,0,0,0,0,false
,772883,133.2065,0,133.28,133.2101,133.3,133.11,1673280600000,6505,,0,,0,0,0,0,0,false
,903820,133.2391,0,133.23,133.095,133.41,133.06,1673280900000,7573,,0,,0,0,0,0,0,false
,747259,133.0537,0,133.1,133.115,133.15,132.97,1673281200000,6459,,0,,0,0,0,0,0,false
,715087,133.1352,0,133.11,133.085,133.24,133.01,1673281500000,6591,,0,,0,0,0,0,0,false
,888561,133.0012,0,133.09,132.8899,133.18,132.85,1673281800000,7010,,0,,0,0,0,0,0,false
,582810,132.9224,0,132.88,132.84,133.03,132.8,1673282100000,5627,,0,,0,0,0,0,0,false
,569150,132.8951,0,132.845,132.97,133,132.8,1673282400000,5696,,0,,0,0,0,0,0,false
,458142,132.9489,0,132.9679,132.915,133.0289,132.81,1673282700000,4753,,0,,0,0,0,0,0,false
,657633,133.0297,0,132.92,133.08,133.12,132.88,1673283000000,6442,,0,,0,0,0,0,0,false
,528015,132.968,0,133.06,132.945,133.08,132.85,1673283300000,5249,,0,,0,0,0,0,0,false
,583598,132.7887,0,132.94,132.78,132.955,132.68,1673283600000,5615,,0,,0,0,0,0,0,false
,523725,132.694,0,132.79,132.71,132.815,132.57,1673283900000,5144,,0,,0,0,0,0,0,false
,490225,132.7971,0,132.71,132.82,132.87,132.71,1673284200000,4729,,0,,0,0,0,0,0,false
,503052,132.7504,0,132.8101,132.78,132.8415,132.6,1673284500000,4680,,0,,0,0,0,0,0,false
,445983,132.7443,0,132.785,132.7668,132.82,132.655,1673284800000,4172,,0,,0,0,0,0,0,false
,411250,132.7406,0,132.7601,132.745,132.835,132.65,1673285100000,3953,,0,,0,0,0,0,0,false
,328833,132.7458,0,132.74,132.67,132.83,132.66,1673285400000,3771,,0,,0,0,0,0,0,false
,531799,132.5419,0,132.672,132.4184,132.705,132.41,1673285700000,5421,,0,,0,0,0,0,0,false
,476515,132.3521,0,132.42,132.26,132.42,132.25,1673286000000,5087,,0,,0,0,0,0,0,false
,1.396574E+06,132.4184,0,132.26,132.43,132.53,132.255,1673286300000,5502,,0,,0,0,0,0,0,false
,323683,132.4255,0,132.43,132.425,132.5,132.38,1673286600000,3901,,0,,0,0,0,0,0,false
,326154,132.4122,0,132.428,132.459,132.49,132.34,1673286900000,3419,,0,,0,0,0,0,0,false
,494034,132.5219,0,132.46,132.39,132.64,132.38,1673287200000,4588,,0,,0,0,0,0,0,false
,420613,132.4165,0,132.3999,132.355,132.5199,132.32,1673287500000,4263,,0,,0,0,0,0,0,false
,463546,132.3389,0,132.35,132.42,132.43,132.26,1673287800000,4808,,0,,0,0,0,0,0,false
,384570,132.4564,0,132.4201,132.4501,132.5599,132.37,1673288100000,4175,,0,,0,0,0,0,0,false
,382690,132.4999,0,132.4507,132.535,132.569,132.425,1673288400000,3795,,0,,0,0,0,0,0,false
,439793,132.4238,0,132.53,132.495,132.53,132.35,1673288700000,4548,,0,,0,0,0,0,0,false
,556917,132.3015,0,132.495,132.11,132.5101,132.11,1673289000000,6081,,0,,0,0,0,0,0,false
,770124,131.9724,0,132.11,131.9789,132.12,131.84,1673289300000,8021,,0,,0,0,0,0,0,false
,822938,131.7337,0,131.97,131.62,132.005,131.57,1673289600000,7142,,0,,0,0,0,0,0,false
,1.000031E+06,131.4706,0,131.62,131.4639,131.625,131.24,1673289900000,7307,,0,,0,0,0,0,0,false
,761537,131.3652,0,131.45,131.31,131.47,131.2701,1673290200000,5473,,0,,0,0,0,0,0,false
,693725,131.305,0,131.3,131.395,131.43,131.19,1673290500000,6269,,0,,0,0,0,0,0,false
,798205,131.6104,0,131.39,131.58,131.726,131.38,1673290800000,6604,,0,,0,0,0,0,0,false
,813314,131.4591,0,131.575,131.4718,131.59,131.2411,1673291100000,7404,,0,,0,0,0,0,0,false
,751795,131.4479,0,131.47,131.47,131.55,131.27,1673291400000,6466,,0,,0,0,0,0,0,false
,641336,131.5112,0,131.465,131.54,131.6,131.41,1673291700000,5697,,0,,0,0,0,0,0,false
,518890,131.5762,0,131.5415,131.61,131.66,131.495,1673292000000,4524,,0,,0,0,0,0,0,false
,652759,131.5131,0,131.6099,131.495,131.63,131.3,1673292300000,5657,,0,,0,0,0,0,0,false
,531428,131.4234,0,131.49,131.359,131.5667,131.245,1673292600000,5019,,0,,0,0,0,0,0,false
,633644,131.1582,0,131.35,131.01,131.3786,131,1673292900000,6005,,0,,0,0,0,0,0,false
,562121,131.0307,0,131.0101,131.09,131.135,130.95,1673293200000,5722,,0,,0,0,0,0,0,false
,512560,131.0212,0,131.09,130.96,131.15,130.865,1673293500000,5218,,0,,0,0,0,0,0,false
,484270,131.0388,0,130.95,131.0837,131.16,130.91,1673293800000,4794,,0,,0,0,0,0,0,false
,612447,130.8554,0,131.085,130.67,131.09,130.59,1673294100000,6397,,0,,0,0,0,0,0,false
,524010,130.6816,0,130.68,130.711,130.7711,130.59,1673294400000,5251,,0,,0,0,0,0,0,false
,608877,130.6897,0,130.72,130.7,130.82,130.515,1673294700000,5618,,0,,0,0,0,0,0,false
,618950,130.5338,0,130.6914,130.37,130.7375,130.36,1673295000000,6515,,0,,0,0,0,0,0,false
,613609,130.4566,0,130.3661,130.495,130.55,130.34,1673295300000,5547,,0,,0,0,0,0,0,false
,639601,130.6136,0,130.5,130.5435,130.7,130.47,1673295600000,5456,,0,,0,0,0,0,0,false
,520094,130.5008,0,130.54,130.445,130.5799,130.391,1673295900000,5059,,0,,0,0,0,0,0,false
,835978,130.3385,0,130.45,130.37,130.495,130.16,1673296200000,7579,,0,,0,0,0,0,0,false
,516256,130.3527,0,130.37,130.275,130.655,130.2518,1673296500000,5416,,0,,0,0,0,0,0,false
,665106,130.4154,0,130.28,130.5,130.57,130.21,1673296800000,6546,,0,,0,0,0,0,0,false
,851529,130.2296,0,130.51,130.17,130.52,130.04,1673297100000,7983,,0,,0,0,0,0,0,false
,1.117228E+06,130.1799,0,130.18,130.21,130.3299,130.01,1673297400000,10839,,0,,0,0,0,0,0,false
,2.129822E+06,130.083,0,130.215,130.19,130.22,129.89,1673297700000,19549,,0,,0,0,0,0,0,false
,1.904376E+06,130.1495,0,130.18,130.06,130.18,130.04,1673298000000,428,,0,,0,0,0,0,0,false
,11787,130.0942,0,130.09,130.12,130.12,130.04,1673298300000,217,,0,,0,0,0,0,0,false
,30707,130.1443,0,130.15,130.15,130.16,130.11,1673298600000,202,,0,,0,0,0,0,0,false
,53565,131.2762,0,130.14,130.05,131.709,130.05,1673298900000,227,,0,,0,0,0,0,0,false
,10258,130.0691,0,130.05,130.05,130.09,130.05,1673299200000,106,,0,,0,0,0,0,0,false
,295816,130.1479,0,130.09,130.06,130.12,130.04,1673299500000,192,,0,,0,0,0,0,0,false
